ID,RegistrationDate,Deposit,UpsellDate,AccessoryRate,PaymentMethod,rateTypeEntity,RatePerUnit,DaysOnDeposit,MainApplicantGender,Age,Region,Town,Occupation,SupplierName,Term,TotalContractValue,ExpectedTermDate,FirstPaymentDate,LastPaymentDate
ID_MXX9RL5,2018-01-24 08:14:22,2999,,0.0,FINANCED,DAILY,55,3,Male,35.0,South Rift,Nakuru,Farmer,d_light,547,33084.0,2019-07-25 08:14:22,2018-01-24 08:14:34,2021-05-12 09:56:28
ID_2AH1RJK,2018-04-30 11:33:35,2500,,0.0,FINANCED,DAILY,55,3,Male,34.0,Nyanza,Nyamira,Other,d_light,556,33080.0,2019-11-07 11:33:35,2018-04-30 11:33:35,2019-12-15 05:55:29
ID_DQFDWHS,2018-02-10 08:22:50,2999,,0.0,FINANCED,DAILY,55,3,Male,31.0,Nyanza,Migori,Other,d_light,547,33084.0,2019-08-11 08:22:50,2018-02-10 08:23:01,2020-01-10 16:51:16
ID_IZFFAWW,2017-08-31 13:53:21,2000,,0.0,FINANCED,DAILY,40,7,Female,29.0,Nairobi Region,Machakos,Labourer,d_light,364,16560.0,2018-08-30 13:53:21,2017-08-31 13:53:25,2021-03-08 09:52:24
ID_175XSYD,2017-08-06 14:54:08,2000,,0.0,FINANCED,DAILY,40,7,Female,36.0,Western,Bungoma,Teacher,d_light,364,16560.0,2018-08-05 14:54:08,2017-08-06 14:53:47,2021-05-24 15:55:40
ID_F36E65E,2017-07-17 13:32:46,2000,,0.0,FINANCED,DAILY,40,7,Female,44.0,Nairobi Region,Nairobi City,Business,d_light,364,16560.0,2018-07-16 13:32:46,2017-07-17 13:33:16,2019-02-14 09:53:02
ID_M6X3FS1,2020-02-08 11:00:37,2280,,0.0,FINANCED,WEEKLY,280,10,Male,61.0,Nairobi Region,Makueni,Business,d_light,37,12800.0,2020-03-16 11:00:37,2020-02-08 11:00:45,2021-02-21 10:44:10
ID_HMVCCMT,2020-01-30 17:01:02,2000,,0.0,FINANCED,DAILY,40,3,Male,28.0,South Rift,Bomet,Business,d_light,270,12800.0,2020-10-26 17:01:02,2020-01-30 17:01:08,2020-11-12 12:16:03
ID_890KSZF,2017-07-06 12:54:19,2000,,0.0,FINANCED,DAILY,40,7,Male,36.0,Nyanza,Siaya,Labourer,d_light,364,16560.0,2018-07-05 12:54:19,2017-07-06 12:43:02,2018-12-02 16:35:06
ID_4J965YW,2020-01-28 11:11:26,2000,,0.0,FINANCED,DAILY,40,3,Male,60.0,Coast Region,Tana River,Other,d_light,270,12800.0,2020-10-24 11:11:26,2020-01-28 11:11:31,2020-12-19 02:58:33
ID_78YLWA0,2018-04-26 14:54:07,2500,,0.0,FINANCED,DAILY,55,3,Male,29.0,Western,Kakamega,Labourer,d_light,556,33080.0,2019-11-03 14:54:07,2018-04-26 14:54:10,2020-11-14 14:45:50
ID_XIAMLGW,2018-03-23 09:23:40,2999,,0.0,FINANCED,DAILY,55,3,Male,28.0,Nyanza,Homa Bay,Labourer,d_light,547,33084.0,2019-09-21 09:23:40,2018-03-23 09:23:43,2021-04-12 17:12:35
ID_XG9R954,2018-04-19 13:57:04,2500,,0.0,FINANCED,DAILY,55,3,Female,44.0,North Rift,West Pokot,Business,d_light,556,33080.0,2019-10-27 13:57:04,2018-04-19 13:57:06,2020-01-22 20:03:04
ID_0FVQ7PC,2018-03-30 16:30:18,2500,,0.0,FINANCED,DAILY,55,3,Male,25.0,South Rift,Nakuru,Labourer,d_light,556,33080.0,2019-10-07 16:30:18,2018-03-30 16:30:22,2021-02-18 08:18:56
ID_HI56VCP,2020-02-07 17:24:22,2400,,0.0,FINANCED,DAILY,50,3,Female,,Nyanza,Kisumu,Business,d_light,240,14400.0,2020-10-04 17:24:22,2020-02-07 17:24:29,2021-04-24 07:05:47
ID_HDYDHBN,2017-08-04 13:52:06,2000,,0.0,FINANCED,DAILY,40,7,Male,37.0,Nyanza,Siaya,Labourer,d_light,364,16560.0,2018-08-03 13:52:06,2017-08-04 13:51:52,2018-08-06 08:06:01
ID_7R17ZS7,2018-03-30 13:41:33,2500,,0.0,FINANCED,DAILY,55,3,Male,,Mount Kenya Region,Meru,Business,d_light,556,33080.0,2019-10-07 13:41:33,2018-03-30 13:41:37,2020-04-06 17:49:32
ID_SQOLFFE,2020-02-03 08:50:38,2400,,0.0,FINANCED,DAILY,50,3,Male,26.0,Mount Kenya Region,Embu,Farmer,d_light,240,14400.0,2020-09-30 08:50:38,2020-02-03 08:50:42,2021-01-12 18:13:19
ID_5HKSKKZ,2018-04-14 08:34:55,2000,,0.0,FINANCED,DAILY,40,7,Male,47.0,Nairobi Region,Makueni,Driver/Motorbike Rider,d_light,364,16560.0,2019-04-13 08:34:55,2018-04-14 08:34:58,2019-04-19 14:49:03
ID_WP3FPDW,2017-08-04 13:54:39,2000,,0.0,FINANCED,DAILY,40,7,Male,44.0,Coast Region,Kilifi,Business,d_light,364,16560.0,2018-08-03 13:54:39,2017-08-04 13:54:40,2018-08-16 15:01:46
ID_9AHB1HB,2017-08-20 06:37:31,2000,,0.0,FINANCED,DAILY,40,7,Female,47.0,South Rift,Nakuru,Farmer,d_light,364,16560.0,2018-08-19 06:37:31,2017-08-20 06:37:53,2020-05-24 10:49:45
ID_R7FO7QH,2017-09-25 16:32:29,2000,,0.0,FINANCED,DAILY,40,7,Male,33.0,North Rift,West Pokot,Driver/Motorbike Rider,d_light,364,16560.0,2018-09-24 16:32:29,2017-09-25 16:32:34,2018-11-02 14:40:28
ID_R1ZYP96,2017-11-30 11:22:29,2000,,0.0,FINANCED,DAILY,40,7,Female,74.0,Nairobi Region,Machakos,Farmer,d_light,364,16560.0,2018-11-29 11:22:29,2017-11-30 11:22:22,2019-01-27 16:11:20
ID_UC898RE,2017-08-07 09:27:36,2000,,0.0,FINANCED,DAILY,40,7,Female,36.0,Nairobi Region,Kajiado,Business,d_light,364,16560.0,2018-08-06 09:27:36,2017-08-07 09:27:43,2019-08-25 15:58:58
ID_CCHBRBB,2018-03-29 13:49:08,2500,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Narok,Farmer,d_light,556,33080.0,2019-10-06 13:49:08,2018-03-29 13:49:11,2020-02-17 16:22:25
ID_S8821EP,2020-01-13 07:19:46,2000,,0.0,FINANCED,DAILY,40,3,Male,33.0,Nairobi Region,Makueni,Labourer,d_light,270,12800.0,2020-10-09 07:19:46,2020-01-13 07:19:50,2021-05-24 14:27:49
ID_N1D3Y0U,2018-01-21 16:41:20,2999,,0.0,FINANCED,DAILY,55,3,Female,36.0,Nyanza,Homa Bay,Teacher,d_light,547,33084.0,2019-07-22 16:41:20,2018-01-21 16:41:32,2020-10-19 16:38:47
ID_Z4VVUEY,2017-07-22 16:10:48,2000,,0.0,FINANCED,DAILY,40,7,Male,44.0,Western,Kakamega,Driver/Motorbike Rider,d_light,364,16560.0,2018-07-21 16:10:48,2017-07-22 16:10:28,2019-03-14 16:47:31
ID_TMWGA8K,2017-08-20 06:04:47,2000,,0.0,FINANCED,DAILY,40,7,Male,31.0,Nyanza,Kisumu,Other,d_light,364,16560.0,2018-08-19 06:04:47,2017-08-20 06:04:32,2021-03-14 16:35:18
ID_FQZ7J8K,2018-01-18 17:13:55,2999,,0.0,FINANCED,DAILY,55,3,Male,45.0,Nyanza,Homa Bay,Labourer,d_light,547,33084.0,2019-07-19 17:13:55,2018-01-18 17:13:42,2020-12-01 15:59:18
ID_Y6GD7FO,2017-07-11 15:44:15,2000,,0.0,FINANCED,DAILY,40,7,Female,65.0,Nyanza,Siaya,Business,d_light,364,16560.0,2018-07-10 15:44:15,2017-07-11 15:32:02,2020-08-29 13:16:46
ID_HKS8XJ5,2017-10-04 16:04:35,2000,,0.0,FINANCED,DAILY,40,7,Male,58.0,Nyanza,Kisumu,Labourer,d_light,364,16560.0,2018-10-03 16:04:35,2017-10-04 16:04:30,2019-07-27 16:47:57
ID_I2U179E,2017-07-11 11:20:44,2000,,0.0,FINANCED,DAILY,40,7,Female,24.0,Mount Kenya Region,Embu,Business,d_light,364,16560.0,2018-07-10 11:20:44,2017-07-11 11:08:45,2020-01-16 16:43:26
ID_G7GUTVZ,2020-01-04 14:36:28,2000,,0.0,FINANCED,DAILY,40,3,Male,59.0,Nyanza,Nyamira,Farmer,d_light,270,12800.0,2020-09-30 14:36:28,2020-01-04 14:36:36,2021-02-27 07:29:21
ID_KVSKH53,2017-10-01 08:10:37,2000,,0.0,FINANCED,DAILY,40,7,Male,54.0,North Rift,Uasin Gishu,Labourer,d_light,364,16560.0,2018-09-30 08:10:37,2017-10-01 08:10:20,2019-04-20 04:40:31
ID_62EQDFP,2017-08-02 09:49:20,2000,,0.0,FINANCED,DAILY,40,7,Female,30.0,Nyanza,Homa Bay,Farmer,d_light,364,16560.0,2018-08-01 09:49:20,2017-08-02 09:49:16,2021-04-06 14:54:09
ID_RL0BNJD,2017-07-31 16:24:32,2000,,0.0,FINANCED,DAILY,40,7,Male,50.0,Nairobi Region,Machakos,Other,d_light,364,16560.0,2018-07-30 16:24:32,2017-07-31 16:25:55,2018-09-13 16:39:37
ID_P1FBX3C,2018-03-31 09:23:44,2500,,0.0,FINANCED,DAILY,55,3,Male,,North Rift,Baringo,Teacher,d_light,556,33080.0,2019-10-08 09:23:44,2018-03-31 09:23:47,2020-06-27 11:48:56
ID_LD164NM,2020-01-07 07:08:41,2000,,0.0,FINANCED,DAILY,40,3,Female,24.0,Coast Region,Kilifi,Farmer,d_light,270,12800.0,2020-10-03 07:08:41,2020-01-07 07:08:46,2020-12-01 16:27:23
ID_2QBXU0D,2017-07-10 13:40:42,2000,,0.0,FINANCED,DAILY,40,7,Male,53.0,Western,Kakamega,Other,d_light,364,16560.0,2018-07-09 13:40:42,2017-07-10 13:28:37,2021-05-07 09:29:45
ID_CKK98RB,2017-02-06 17:23:54,2000,2018-03-20 10:55:43,40.0,FINANCED,DAILY,40,7,Male,45.0,North Rift,Uasin Gishu,Business,d_light,389,33120.0,2018-03-02 17:23:54,2017-02-06 17:21:12,2020-05-24 15:35:00
ID_PY6JSYZ,2018-04-21 07:42:28,2500,,0.0,FINANCED,DAILY,55,3,Male,,Coast Region,Kwale,Farmer,d_light,556,33080.0,2019-10-29 07:42:28,2018-04-21 07:42:31,2021-01-04 09:01:19
ID_S05O4TQ,2018-03-22 13:27:35,2999,,0.0,FINANCED,DAILY,55,3,Male,,Nyanza,Kisii,Labourer,d_light,547,33084.0,2019-09-20 13:27:35,2018-03-22 13:27:37,2019-11-03 04:02:42
ID_M0WDEG7,2018-03-23 13:44:47,2999,,0.0,FINANCED,DAILY,55,3,Male,,Nairobi Region,Kajiado,Business,d_light,547,33084.0,2019-09-21 13:44:47,2018-03-23 13:44:50,2019-12-01 10:47:11
ID_AYW0JJI,2018-04-06 12:59:46,2500,2018-04-10 00:00:00,40.0,FINANCED,DAILY,55,3,Female,,Mount Kenya Region,Tharaka-Nithi,Teacher,d_light,573,56960.0,2019-10-31 12:59:46,2018-04-06 12:59:49,2019-12-29 18:59:29
ID_FQZJ905,2017-07-10 07:16:26,2000,,0.0,FINANCED,DAILY,40,7,Male,45.0,Coast Region,Kilifi,Business,d_light,364,16560.0,2018-07-09 07:16:26,2017-07-10 07:04:29,2018-07-02 06:34:25
ID_UUEKC66,2020-01-10 11:37:30,2000,,0.0,FINANCED,DAILY,40,3,Male,45.0,Western,Kakamega,Labourer,d_light,270,12800.0,2020-10-06 11:37:30,2020-01-10 11:37:38,2020-11-21 13:03:55
ID_F3SZ70Q,2017-10-07 07:39:51,2000,,0.0,FINANCED,DAILY,40,7,Female,55.0,Nairobi Region,Nairobi City,Business,d_light,364,16560.0,2018-10-06 07:39:51,2017-10-07 07:39:38,2020-12-16 06:49:44
ID_6XVL8LB,2020-01-20 08:06:14,2000,,0.0,FINANCED,DAILY,40,3,Male,25.0,Mount Kenya Region,Laikipia,Labourer,d_light,270,12800.0,2020-10-16 08:06:14,2020-01-20 08:06:18,2021-03-24 18:03:52
ID_5B9GGSG,2020-02-10 16:15:35,2400,,0.0,FINANCED,DAILY,50,3,Male,29.0,Coast Region,Kwale,Farmer,d_light,240,14400.0,2020-10-07 16:15:35,2020-02-10 16:15:39,2021-04-17 17:05:17
ID_44QXWMA,2018-01-06 10:29:37,2000,,0.0,FINANCED,DAILY,40,7,Female,52.0,North Rift,Uasin Gishu,Farmer,d_light,364,16560.0,2019-01-05 10:29:37,2018-01-06 10:29:31,2020-01-18 06:11:45
ID_QGZ52AZ,2018-04-09 06:11:26,2500,,0.0,FINANCED,DAILY,55,3,Male,,Western,Bungoma,Other,d_light,556,33080.0,2019-10-17 06:11:26,2018-04-09 06:11:26,2021-03-16 17:15:34
ID_212CKBI,2020-02-01 16:34:41,2400,,0.0,FINANCED,DAILY,50,3,Female,48.0,South Rift,Nakuru,Business,d_light,240,14400.0,2020-09-28 16:34:41,2020-02-01 16:34:49,2021-05-26 14:58:23
ID_FB1H8DL,2018-02-28 15:48:13,2999,,0.0,FINANCED,DAILY,55,3,Male,,Coast Region,Kilifi,Business,d_light,547,33084.0,2019-08-29 15:48:13,2018-02-28 15:48:13,2020-12-22 16:47:28
ID_LKP3KHR,2018-04-03 12:40:04,2500,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Nakuru,Farmer,d_light,556,33080.0,2019-10-11 12:40:04,2018-04-03 12:40:05,2021-05-21 15:44:16
ID_YOVZDS1,2017-08-11 08:53:51,2000,,0.0,FINANCED,DAILY,40,7,Female,50.0,North Rift,Baringo,Business,d_light,364,16560.0,2018-08-10 08:53:51,2017-08-11 08:53:48,2021-02-06 14:32:25
ID_32XK5VM,2020-01-19 11:37:21,2000,,0.0,FINANCED,DAILY,40,3,Female,24.0,Coast Region,Taita/Taveta,Labourer,d_light,270,12800.0,2020-10-15 11:37:21,2020-01-19 11:37:30,2021-05-26 08:48:28
ID_F051EC6,2018-02-28 10:23:13,2999,,0.0,FINANCED,DAILY,55,3,Female,40.0,Western,Kakamega,Government Employee,d_light,547,33084.0,2019-08-29 10:23:13,2018-02-28 10:23:15,2019-08-30 14:00:35
ID_J4HU4RQ,2017-11-25 11:52:53,2000,,0.0,FINANCED,DAILY,40,7,Male,35.0,Nairobi Region,Machakos,Labourer,d_light,364,16560.0,2018-11-24 11:52:53,2017-11-25 11:52:35,2020-03-10 16:17:18
ID_GBTPMML,2020-01-14 11:48:18,2000,,0.0,FINANCED,DAILY,40,3,Female,24.0,Nyanza,Kisii,Business,d_light,270,12800.0,2020-10-10 11:48:18,2020-01-14 11:48:23,2020-11-02 10:22:57
ID_S6GKAVE,2018-04-23 14:10:49,2000,,0.0,FINANCED,DAILY,40,7,Male,33.0,Nairobi Region,Kajiado,Farmer,d_light,364,16560.0,2019-04-22 14:10:49,2018-04-23 14:10:50,2020-08-29 13:20:43
ID_IJJSG4W,2017-07-06 16:31:25,2000,,0.0,FINANCED,DAILY,40,7,Male,32.0,Western,Busia,Driver/Motorbike Rider,d_light,364,16560.0,2018-07-05 16:31:25,2017-07-06 16:19:26,2019-03-06 17:26:22
ID_KX8KGH7,2017-08-22 11:42:58,2000,,0.0,FINANCED,DAILY,40,7,Female,58.0,Nyanza,Kisumu,Farmer,d_light,364,16560.0,2018-08-21 11:42:58,2017-08-22 11:43:00,2018-09-27 14:57:05
ID_VQSOFX1,2018-01-25 08:11:30,2999,,0.0,FINANCED,DAILY,55,3,Female,50.0,Western,Kakamega,Farmer,d_light,547,33084.0,2019-07-26 08:11:30,2018-01-25 08:11:40,2021-01-24 17:55:24
ID_VX6890S,2018-03-30 12:48:48,2500,,0.0,FINANCED,DAILY,55,3,Female,,Nyanza,Nyamira,Farmer,d_light,556,33080.0,2019-10-07 12:48:48,2018-03-30 12:48:50,2021-03-23 09:12:49
ID_T0YB2IA,2015-12-11 00:00:00,2000,,0.0,FINANCED,DAILY,35,7,Male,49.0,Mount Kenya Region,Embu,Business,d_light,364,14740.0,2016-12-09 00:00:00,2015-12-11 09:14:50,2017-11-16 04:23:32
ID_8T6TH96,2017-07-29 12:20:48,2000,,0.0,FINANCED,DAILY,40,7,Female,43.0,Nyanza,Siaya,Business,d_light,364,16560.0,2018-07-28 12:20:48,2017-07-29 12:20:47,2018-08-20 15:56:21
ID_13A6LJT,2018-03-30 17:12:50,2500,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Narok,Farmer,d_light,556,33080.0,2019-10-07 17:12:50,2018-03-30 17:12:54,2021-05-18 16:29:03
ID_WPOXALN,2017-12-28 09:12:05,2000,,0.0,FINANCED,DAILY,40,7,Male,45.0,Mount Kenya Region,Meru,Farmer,d_light,364,16560.0,2018-12-27 09:12:05,2017-12-28 09:12:12,2019-04-23 16:14:39
ID_LEUOOBP,2017-10-04 11:53:11,2000,,0.0,FINANCED,DAILY,40,7,Female,44.0,North Rift,Elgeyo/Marakwet,Government Employee,d_light,364,16560.0,2018-10-03 11:53:11,2017-10-04 11:51:58,2019-05-17 15:30:44
ID_5YTLAX4,2017-07-28 12:42:08,2000,,0.0,FINANCED,DAILY,40,7,Male,46.0,South Rift,Kericho,Farmer,d_light,364,16560.0,2018-07-27 12:42:08,2017-07-28 12:41:53,2019-05-06 15:37:12
ID_KQ3793I,2018-04-27 13:58:28,2500,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Bomet,Driver/Motorbike Rider,d_light,556,33080.0,2019-11-04 13:58:28,2018-04-27 13:58:31,2021-03-13 14:19:22
ID_238F5ZJ,2018-03-22 05:46:47,2999,,0.0,FINANCED,DAILY,55,3,Male,,Coast Region,Tana River,Farmer,d_light,547,33084.0,2019-09-20 05:46:47,2018-03-22 05:46:49,2021-05-26 19:17:06
ID_OGA5GXZ,2018-03-29 11:54:37,2500,,0.0,FINANCED,DAILY,55,3,Male,,Nairobi Region,Kajiado,Farmer,d_light,556,33080.0,2019-10-06 11:54:37,2018-03-29 11:54:39,2019-12-25 14:47:56
ID_W5QZCHB,2018-03-14 08:39:14,2999,,0.0,FINANCED,DAILY,55,3,Male,,Nyanza,Homa Bay,Farmer,d_light,547,33084.0,2019-09-12 08:39:14,2018-03-14 08:39:16,2021-05-23 16:14:36
ID_M77EPDR,2017-10-06 10:48:46,2000,,0.0,FINANCED,DAILY,40,7,Male,31.0,Nairobi Region,Machakos,Government Employee,d_light,364,16560.0,2018-10-05 10:48:46,2017-10-06 10:47:17,2019-06-10 15:29:33
ID_TXR7UM1,2017-12-15 11:36:55,2000,,0.0,FINANCED,DAILY,40,7,Male,29.0,,UNKNOWN,Driver/Motorbike Rider,d_light,364,16560.0,2018-12-14 11:36:55,2017-12-15 11:36:51,2020-09-02 20:42:20
ID_6HBHR6N,2020-01-06 12:39:47,2000,,0.0,FINANCED,DAILY,40,3,Male,56.0,South Rift,Nakuru,Business,d_light,270,12800.0,2020-10-02 12:39:47,2020-01-10 11:22:33,2021-05-26 18:30:52
ID_95A2YG2,2018-02-02 10:39:44,2999,,0.0,FINANCED,DAILY,55,3,Female,62.0,South Rift,Nakuru,Farmer,d_light,547,33084.0,2019-08-03 10:39:44,2018-02-02 10:40:22,2019-11-08 16:38:39
ID_N8JFWQK,2017-07-16 11:40:15,2000,,0.0,FINANCED,DAILY,40,7,Male,46.0,Western,Busia,Farmer,d_light,364,16560.0,2018-07-15 11:40:15,2017-07-16 11:40:17,2019-07-03 08:57:11
ID_JIWTYTX,2017-07-17 17:35:30,2000,,0.0,FINANCED,DAILY,40,7,Male,29.0,Coast Region,Kilifi,Business,d_light,364,16560.0,2018-07-16 17:35:30,2017-07-17 17:35:54,2020-08-29 13:06:50
ID_7Y9SCXD,2020-02-09 17:26:38,2400,,0.0,FINANCED,DAILY,50,3,Female,60.0,Nyanza,Homa Bay,Business,d_light,240,14400.0,2020-10-06 17:26:38,2020-02-09 17:26:47,2021-05-11 09:02:08
ID_HP88FE0,2017-07-31 14:41:42,2000,,0.0,FINANCED,DAILY,40,7,Male,30.0,South Rift,Narok,Farmer,d_light,364,16560.0,2018-07-30 14:41:42,2017-07-31 14:42:05,2019-09-13 16:29:59
ID_N2A2BDI,2020-01-20 08:53:15,2000,,0.0,FINANCED,DAILY,40,3,Male,21.0,Coast Region,Kilifi,Farmer,d_light,270,12800.0,2020-10-16 08:53:15,2020-01-20 08:53:19,2021-05-26 16:47:36
ID_WW7WTKE,2020-02-04 13:34:43,2400,,0.0,FINANCED,DAILY,50,3,Male,37.0,North Rift,West Pokot,Labourer,d_light,240,14400.0,2020-10-01 13:34:43,2020-02-04 13:34:48,2021-04-13 16:01:19
ID_W9EICSF,2018-02-07 13:16:47,2999,,0.0,FINANCED,DAILY,55,3,Male,30.0,Nyanza,Kisii,Driver/Motorbike Rider,d_light,547,33084.0,2019-08-08 13:16:47,2018-02-07 13:17:09,2019-09-21 16:06:08
ID_IIJ7D30,2017-07-16 10:37:14,2000,,0.0,FINANCED,DAILY,40,7,Female,34.0,Nyanza,Kisumu,Business,d_light,364,16560.0,2018-07-15 10:37:14,2017-07-16 10:37:11,2018-08-05 08:52:14
ID_JXYDR8H,2018-04-16 15:21:53,2500,,0.0,FINANCED,DAILY,55,3,Female,,South Rift,Narok,Business,d_light,556,33080.0,2019-10-24 15:21:53,2018-04-16 15:21:54,2021-05-24 18:07:37
ID_2LA0LSS,2017-08-01 12:17:54,2000,,0.0,FINANCED,DAILY,40,7,Female,49.0,South Rift,Nakuru,Teacher,d_light,364,16560.0,2018-07-31 12:17:54,2017-08-01 12:18:50,2018-08-18 17:40:02
ID_XISUQ48,2020-01-20 08:12:54,2000,,0.0,FINANCED,DAILY,40,3,Female,26.0,Mount Kenya Region,Muranga,Farmer,d_light,270,12800.0,2020-10-16 08:12:54,2020-01-20 08:12:58,2021-05-20 16:54:53
ID_LWY1U7N,2017-09-11 16:35:49,2000,,0.0,FINANCED,DAILY,40,7,Male,33.0,Western,Kakamega,Business,d_light,364,16560.0,2018-09-10 16:35:49,2017-09-11 16:35:46,2020-08-29 13:20:16
ID_Z8C0DAJ,2018-01-25 13:44:13,2999,,0.0,FINANCED,DAILY,55,3,Female,37.0,South Rift,Narok,Farmer,d_light,547,33084.0,2019-07-26 13:44:13,2018-01-25 13:44:22,2021-05-12 14:05:38
ID_E607Z07,2017-08-11 06:41:51,2000,,0.0,FINANCED,DAILY,40,7,Female,37.0,Mount Kenya Region,Laikipia,Farmer,d_light,364,16560.0,2018-08-10 06:41:51,2017-08-11 06:41:39,2018-09-16 16:22:40
ID_XZT7F0B,2017-08-05 11:00:10,2000,,0.0,FINANCED,DAILY,40,7,Male,41.0,Nairobi Region,Nairobi City,Driver/Motorbike Rider,d_light,364,16560.0,2018-08-04 11:00:10,2017-08-05 10:59:53,2021-05-10 15:00:23
ID_279MXK7,2018-03-21 10:49:28,2999,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Narok,Farmer,d_light,547,33084.0,2019-09-19 10:49:28,2018-03-21 10:49:30,2021-04-14 17:09:51
ID_M25HH56,2017-09-17 14:29:26,2000,,0.0,FINANCED,DAILY,40,7,Male,,,UNKNOWN,Farmer,d_light,364,16560.0,2018-09-16 14:29:26,2017-09-17 14:29:44,2019-05-08 17:33:44
ID_A7618FW,2020-01-30 11:22:34,2000,,0.0,FINANCED,DAILY,40,3,Female,31.0,Nairobi Region,Machakos,Labourer,d_light,270,12800.0,2020-10-26 11:22:34,2020-01-30 11:22:40,2020-11-07 16:19:37
ID_F1Q2DXG,2017-07-21 09:25:27,2000,,0.0,FINANCED,DAILY,40,7,Male,61.0,Coast Region,Taita/Taveta,Teacher,d_light,364,16560.0,2018-07-20 09:25:27,2017-07-21 09:25:18,2018-08-12 08:29:09
ID_MDG6E54,2020-02-03 15:14:47,2400,,0.0,FINANCED,DAILY,50,3,Male,36.0,Mount Kenya Region,Meru,Farmer,d_light,240,14400.0,2020-09-30 15:14:47,2020-02-03 15:14:51,2021-01-06 17:25:51
ID_WCEZHY5,2018-05-01 08:26:26,2500,,0.0,FINANCED,DAILY,55,3,Female,,Mount Kenya Region,Meru,Farmer,d_light,556,33080.0,2019-11-08 08:26:26,2018-05-01 08:26:27,2021-05-05 15:44:50
ID_GE5S7ZC,2017-09-16 04:17:40,2000,,0.0,FINANCED,DAILY,40,7,Male,79.0,Nyanza,Kisumu,Farmer,d_light,364,16560.0,2018-09-15 04:17:40,2017-09-16 04:19:51,2019-11-21 08:43:10
ID_8GJB51X,2017-07-20 12:31:59,2000,,0.0,FINANCED,DAILY,40,7,Female,29.0,Nyanza,Migori,Business,d_light,364,16560.0,2018-07-19 12:31:59,2017-07-20 12:47:28,2018-09-11 16:36:01
ID_47E4DGO,2017-07-26 08:21:46,2000,,0.0,FINANCED,DAILY,40,7,Male,22.0,Nyanza,Kisumu,Business,d_light,364,16560.0,2018-07-25 08:21:46,2017-07-26 08:21:50,2018-11-22 17:33:43
ID_I7UBWLO,2017-07-13 07:49:17,2000,,0.0,FINANCED,DAILY,40,7,Male,51.0,Nyanza,Kisumu,Farmer,d_light,364,16560.0,2018-07-12 07:49:17,2017-07-13 07:49:22,2018-09-14 16:39:32
ID_P6BDYWI,2018-03-26 10:11:26,2500,,0.0,FINANCED,DAILY,55,3,Female,,Nairobi Region,Kitui,Farmer,d_light,556,33080.0,2019-10-03 10:11:26,2018-03-26 10:11:26,2020-03-17 13:12:24
ID_UGBI06P,2020-01-16 11:27:05,2000,,0.0,FINANCED,DAILY,40,3,Female,29.0,Western,Kakamega,Farmer,d_light,270,12800.0,2020-10-12 11:27:05,2020-01-16 11:27:12,2020-12-25 08:47:30
ID_W0WJJGI,2017-07-09 15:14:03,2000,,0.0,FINANCED,DAILY,40,7,Male,28.0,Nyanza,Siaya,Labourer,d_light,364,16560.0,2018-07-08 15:14:03,2017-07-09 15:02:20,2019-01-10 08:48:30
ID_DLV0HNZ,2018-03-01 13:16:47,2000,,0.0,FINANCED,DAILY,40,7,Male,49.0,Nairobi Region,Kajiado,Business,d_light,364,16560.0,2019-02-28 13:16:47,2018-03-01 13:16:48,2019-08-04 15:15:03
ID_63THF56,2017-09-04 09:51:55,2000,,0.0,FINANCED,DAILY,40,7,Female,62.0,Nairobi Region,Machakos,Farmer,d_light,364,16560.0,2018-09-03 09:51:55,2017-09-04 09:51:59,2018-11-07 14:05:06
ID_ZI5ICJH,2017-08-30 14:10:52,2000,,0.0,FINANCED,DAILY,40,7,Male,24.0,North Rift,Trans Nzoia,Driver/Motorbike Rider,d_light,364,16560.0,2018-08-29 14:10:52,2017-08-30 14:11:58,2020-05-24 10:49:13
ID_FZBSPNR,2018-02-02 11:41:45,2999,,0.0,FINANCED,DAILY,55,3,Male,52.0,Nyanza,Migori,Business,d_light,547,33084.0,2019-08-03 11:41:45,2018-02-02 11:41:58,2019-08-19 17:53:43
ID_B7GL1KK,2018-02-23 10:39:17,2999,,0.0,FINANCED,DAILY,55,3,Male,54.0,Nairobi Region,Machakos,Farmer,d_light,547,33084.0,2019-08-24 10:39:17,2018-02-23 10:39:24,2020-04-23 16:17:53
ID_75GPT6P,2020-02-03 13:59:22,2400,,0.0,FINANCED,DAILY,50,3,Male,34.0,North Rift,Trans Nzoia,Farmer,d_light,240,14400.0,2020-09-30 13:59:22,2020-02-03 13:59:26,2021-02-12 07:15:43
ID_CJBCKSS,2018-02-13 08:40:39,2999,,0.0,FINANCED,DAILY,55,3,Male,28.0,,UNKNOWN,Labourer,d_light,547,33084.0,2019-08-14 08:40:39,2018-02-13 08:41:07,2020-09-02 20:47:21
ID_T023RBA,2018-04-20 10:19:15,2500,,0.0,FINANCED,DAILY,55,3,Female,37.0,Coast Region,Kwale,Business,d_light,556,33080.0,2019-10-28 10:19:15,2018-04-20 10:19:18,2020-02-26 11:54:24
